item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,lexile,call_number,ddc,lcc,lccn,oclc,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"Anna Karenina","León Tolstoi",León,Tolstoi,9788497941648,8497941640,"Entre las mejores novelas jamás escritas, Anna Karenina detalla el apasionado triángulo amoroso entre Anna, su esposo Karenin y su amante Vronsky. El triángulo se rompe cuando Anna decide dejar a su familia para seguir a Vronsky a Italia, una decisión que la llevará a un final nefasto para ella y a la miseria de quienes la rodean. Sin embargo, la novela no se centra simplemente en los dramas románticos de sus personajes principales; examina la vida de otros personajes que sirven de contrapunto a la acción principal y completan la visión universal de Tolstoi de las relaciones cargadas de emoción entre los hombres, el deber, la resignación y el éxito. Esta edición de tapa dura de calidad se relaciona con el largometraje protagonizado por Keira Knightley y Jude Law.","Edimat Libros",2014-04-01,,"literatura clásica",,,496,,,891.733,PG3366,,880871302,,,,,,,,,,,,,2020-09-02,1
book,"ORGULLO Y PREJUICIO","Jane Austen",Jane,Austen,9786070732720,6070732723,"Ambientada en una zona rural próxima a Londres, la historia y los amores de un grupo de jóvenes, contada con fina percepción psicológica, ha continuado viva de generación en generación y mereció a lo largo del tiempo un controvertido juicio de parte de la crítica, que llegó a considerar a Austen como una precursora del feminismo.","EDITORIAL PLANETA MEXICANA, S.A. DE C.V.",2013-01-01,,"de libro a película, literatura clásica",,,352,,,,,,,,,,,,,,,,,,,2020-09-02,1
book,"Orgullo y prejuicio","Jane Austen",Jane,Austen,,,"Ambientada en una zona rural próxima a Londres, la historia y los amores de un grupo de jóvenes, contada con fina percepción psicológica, ha continuado viva de generación en generación y mereció a lo largo del tiempo un controvertido juicio de parte de la crítica, que llegó a considerar a Austen como una precursora del feminismo.",Gandhi,,,"de libro a película, literatura clásica",,,421,,,,,,,,,,,,,,,,,,,2020-09-02,1
book,Cell,"Stephen King",Stephen,King,,,"Hay miles de millones de celulares en el mundo. ¿Quién no tiene uno? Esta novela fascinante, absorbente y cruel de Stephen King no solamente hace la pregunta: ""¿Me oyes ahora?"", sino también responde, y de una forma muy, muy inquietante.","Plaza Janés",,,terror,,,460,,,,,,,,,,,,,,,,,,,2020-09-02,1
book,"Narcóticos anónimos",NA,NA,NA,,,"Este libro se ocupa sobre todo de la naturaleza de la recuperación. Si eres adicto y te has encontrado con él, puedes darte una oportunidad y leerlo.",NA,,,"adicciones, salud",,,430,,,,,,,,,,,,,,,,,,,2020-09-02,1
book,Mujercitas,"Louisa May Alcott",Louisa,Alcott,9786073179096,607317909X,"El señor March se ha ido a la guerra y sus cuatro hijas deben quedarse en casa con su madre, su tía y sus amigos, en medio del bullicio de la vida burguesa de Nueva Inglaterra. Las cuatro hermanas tienen intereses muy distintos, pero juntas viven y sufren de los cambios que conlleva hacerse un lugar en el mundo y, lo más complicado de todo, crecer.","Alfaguara ",2019-01-01,,"de libro a película, literatura clásica",,,347,,,,,,,,,,,,,,,,,,,2020-09-03,1
book,"Bajo la misma estrella / The Fault in Our Stars (Spanish Edition)","John Green",John,Green,9786073114233,6073114230,"Emotiva, irónica y afilada. Una novela teñida de humor y de tragedia que habla de nuestra capacidad para soñar incluso en las circunstancias más difíciles.A Hazel y a Gus les gustaría tener vidas más corrientes. Algunos dirían que no han nacido con estrella, que su mundo es injusto. Hazel y Gus son solo adolescentes, pero si algo les ha enseñado el cáncer que ambos padecen es que no hay tiempo para lamentaciones, porque, nos guste o no, solo existe el hoy y el ahora. Y por ello, con la intención de hacer realidad el mayor deseo de Hazel -conocer a su escritor favorito-, cruzarán juntos el Atlántico para vivir una aventura contrarreloj, tan catártica como desgarradora. Destino: Amsterdam, el lugar donde reside el enigmático y malhumorado escritor, la única persona que tal vez pueda ayudarles a ordenar las piezas del enorme puzle del que forman parte...Rebosante de agudeza y esperanza, Bajo la misma estrella es la novela que ha catapultado a John Green al éxito. Una historia que explora cuán exquisita, inesperada y trágica puede ser la aventura de saberse vivo y de querer a alguien.","Nube de Tinta",2013-02-01,,"de libro a película, jóvenes lectores, novela juvenil",,,304,,,813.6,"PZ73 .G71393 2014",,868704708,,,,,,,,,,,,,2020-09-10,1
book,"Querido John","Nicholas Sparks",Nicholas,Sparks,9788496940857,8496940853,"John Tyree es un muchacho rebelde que vive en Carolina del Norte. Después de pasar una infancia complicada sin madre y con un padre obsesionado con la numismática, decide alistarse en el ejército para poder huir de su pueblo y de su disfuncional familia. Sin embargo, en uno de los permisos que se le conceden, volverá a su ciudad natal y allí conocerá a Savannah. Las visitas de John a Savannah se suceden y en ellas el amor que sienten el uno por el otro no hará más que aumentar. John conseguirá además, con la ayuda de Savannah, descubrir el porqué del alejamiento de su padre y reconciliarse con él.","Roca bolsillo",,,"de libro a película, jóvenes lectores, novela juvenil",,,320,,,813.54,PS3569.P363,,671260577,,,,,,,,,,,,,2020-09-10,1
book,"Yo Soy Malala","MALALA YOUSAFZAI",MALALA,YOUSAFZAI,9786074386783,6074386781,"Es el excepcional relato de una familia desterrada por el terrorismo global, de la lucha de la educación de las niñas, de un padre que, siendo propietario de una escuela, apoyó a su hija y la alentó a escribir e ir al colegio, y de unos padres valientes que quieren a su hija por encima de todo en una sociedad que privilegia a los hijos varones.","Grupo Patria",2014-01-01,,"biografía, mujeres, mujeres en las letras",,,,,,303.625,HV6431,,868333076,,,,,,,,,,,,,2020-09-10,1
book,"El libro de la selva","Rudyard Kipling",Rudyard,Kipling,,,"La historia de Mowgli , el niño criado por una manada de lobos, ha fascinado y encandilado a los más jóvenes (y no tan jóvenes) generación. Mowgli, el oso Baloo , la pantera Bagheera , el tigre Shere Khan , la serpiente Kaa y el lobo Akela nos han hecho soñar con un mundo exótico, lleno de maravillas y peligros, transmitiendo valores como la amistad, la lealtad, el amor y la unidad de la manada.","Estudio APP",,,"de libro a película, literatura clásica",,,436,,,,,,,,,,,,,,,,,,,2020-09-10,1
book,"Los Tres Bandidos","Tomi Unyerer",Tomi,Unyerer,9789702909200,9702909201,"Aquellos tres bandidos eran unos tipos terribles. Ante ellos, las mujeres se desmayaban, los perros encogían la cola y hasta hombres más valientes echaban a correr. Pero una noche sucederá algo que cambiará la vida de los tres bandidos.","Alfaguara Infantil",2005-05-30,,"chispas lectoras, libros ilustrados",,,,,,,,,137289247,,,,,,,,,,,,,2020-09-10,1
book,"Hansel y Gretel","Hermanos Grimm",Hermanos,Grimm,9786074536959,6074536953,"Cuento tradicional de la literatura clásica  que hablan sobre hadas, fábulas u enseñanzas del pueblo alemán.","Selector, S.A. de C.V.",2020-08-30,,"libros ilustrados, pequeños lectores",,,80,,,,,,,,,,,,,,,,,,,2020-09-11,1
book,"Guía para tu éxito multinivel","Heber Jahzeel Ruiz Villanueva",Heber,Villanueva,9786070037689,6070037685,"""Guía Para Tu Éxito Multinivel, es realmente eso, una guía que expone por qué y cómo tu como Networker puedes aplicar una estrategia más poderosa y apalancada para tu negocio de redes sin importar a que compañía pertenezcas. La estrategia expuesta aquí la han usado cientos de empresas en Latinoamérica y miles en el mundo con resultados increíbles y que tu podrás implementar con ayuda de este libro bajo la premisa de que tú no tienes que ""pedirle"" a tus prospectos que firmen, tus prospectos te tienen que pedir que los patrocines...""","Grupo Rodrigo Porrúa",2015-06-01,,,,,104,,,823.92,PR1307.2,,759119402,,,,,,,,,,,,,2020-09-24,1
book,"Caldo de pollo para el alma","Jack Canfield, Mark Victor Hansen",Jack,Canfield,,,"Este exitoso libro cautivó la imaginación de millones de lectores con su mensaje edificante de esperanza y de inspiración. Relatos estimulantes que den ánimo a su corazón, tranquilidad a su alma y mantengan a flote sus emociones.",Edivision,,,"relaciones, superación personal",,,276,,,,,,,,,,,,,,,,,,,2020-09-24,1
book,"Poemas de amor","Pablo Neruda",Pablo,Neruda,,,"20 poemas.","Seix barral",,,poesía,,,174,,,,,,,,,,,,,,,,,,,2020-09-24,1
book,"Los amantes (Spanish Edition)","Morris West",Morris,West,9789501512427,9501512428,"Ha terminado la Segunda Guerra Mundial. El joven australiano Cavanagh se ha licenciado en Derecho, y antes de comenzar el ejercicio de su profesión decide realizar su ""gira europea"". Será su último acto de libertad. Después se someterá a la disciplina del trabajo y la profesión. En un pequeño puerto de Mediterráneo, se enrola en el yate La Salamandra de Oro. Aquí conoce a la bella y aristocrática Giulia Farnese, que está destinada a casarse con el potentado norteamericano Molloy porque este matrimonio puede salvar las finanzas del Vaticano. Los dos se enamoran, y en ese crucero por el Mediterráneo la pasión los consume y los transforma, más allá de las normas sociales y las conveniencias. Con todo el ímpetu de su joven virilidad, Cavanagh quiere que ambos huyan juntos e inicien lejos una vida nueva. Ella, más cauta, respeta las formas tradicionales de la vida, la familia y el matrimonio. A los dos se les destroza el corazón; pero, qué camino elegir? En esta, su última obra, se diría que Morris West quiere tratar el tema clásico del amor sin barreras opuesto al matrimonio de conveniencia. O quizás a la inversa. Pero, a mediados del siglo XX, después de la Segunda Guerra Mundial importa todavía el corazón y el amor de ""los amantes""? O sólo su posición social y su cuenta bancaria? Cómo resolverá Giulia Farnese este dilema? Qué hará Brian Cavanagh? Y cuál será el resultado cuando vuelvan a encontrarse, cuarenta años después?...","Javier Vergara Editor",1992-01-01,,novela,,,294,,,823,PR9619.3.W4,,28005920,,,,,,,,,,,,,2020-09-24,1
book,"Bajo el espino. Los ni&ntilde;os de la hambruna (A la Orilla del Viento) (Spanish Edition)","Conlon-McKenna Marita",Conlon-McKenna,Marita,9789681662295,9681662296,"Eily, Michael y Peggy viven en Irlanda. Es la d&eacute;cada de 1840 y el pa&iacute;s ha sido devastado por una plaga que destruye todas las cosechas de papa. Cuando su familia se ve separada, los tres hermanos deciden que, antes de ir a parar al asilo, emprender&aacute;n la b&uacute;squeda de sus t&iacute;as abuelas a trav&eacute;s de territorios asolados por el hambre y la peste.","Fondo de Cultura Económica",2001-01-01,,"grandes lectores",,,120,,,823.914,PZ7.C761845,,49864577,,,,,,,,,,,,,2020-09-24,1
book,"Los fantasmas de Pico de Cuervos (A La Orilla Del Viento) (Spanish Edition)","Scott Hugh",Scott,Hugh,9789681658762,9681658760,"La familia Smith -una familia común y feliz- sale de vacaciones. En la carretera, pasan de largo a un anciano con traje café y bastón, quien sonríe desde el borde del camino. Nada hay de extraño en ello, sólo que más adelante lo ven de nuevo, y luego otra vez... Muy pronto, se ven inmersos en un misterio sombrío y sobrenatural.","Fondo de Cultura Económica",2000-01-01,,terror,,,137,,,823.4,,,48912524,,,,,,,,,,,,,2020-09-24,1
book,"El jardín de las figuras (A la Orilla del Viento/At the edge of the Wind) (Spanish Edition)","Howker Janni",Howker,Janni,9789681670610,9681670612,"Jakey y Liz tienen algo en común: sienten que nadie los quiere y que están solos en el mundo. Y tal vez lo están, pues que no pueden ver más allá de sus preocupaciones adolescentes. Pero conocer a personajes mayores, a punto de abandonar el mundo, los hará percibirse desde una perspectiva totalmente distinta.","Fondo de Cultura Económica",2004-01-01,,"jóvenes lectores, novela juvenil",,,144,,,808.068,PS3515.O94,,62165921,,,,,,,,,,,,,2020-09-24,1
book,"Cinema Lux","Janine Teisson",Janine,Teisson,9789681667245,9681667247,"Mariana y Mateo se conocen en el cine, mientras el amable se or Piot proyecta Amor sin barreras. la semana siguiente se vuelven a encontrar y la siguiente tambi n. Inevitablemente, aunque tratan de resistirlo, se enamoran. Sin embargo, ambos se guardan un gran secreto al parecer muy grave. No lo ser a tanto si supieran que es el mismo.","Fondo de Cultura Economica USA",2002-01-01,,"jóvenes lectores, novela juvenil",,,79,,,843.914,PZ73.T45,,971790099,,,,,,,,,,,,,2020-09-24,1
book,"El Ladrón","Jan Needle, Luis Fernando Enriquez (Illustrator), Juan Jose Utrilla (Translator)",Jan,Needle,9789681647568,9681647564,"Alguien ha sustra do un billete de cinco libras del portamonedas de la se orita Smith. Nadie vio a Kevin Pelham hacerlo, pero todos sospechan que fue l. Kevin es hijo de un convicto, no asisti a clase cuando fue el robo y, adem s, necesitaba el dinero... Es natural suponer que ha sido l. Pero en el mundo de las suposiciones muchas veces es la fuente de las mayores injusticias.","Fondo de Cultura Economica",1991-01-01,,"grandes lectores",,,116,,,823.914,PZ7.N33,,55756145,,,,,,,,,,,,,2020-09-24,1
book,"Un angel en la azotea y otros cuentos de navidad (Gran Angular) (Spanish Edition)","M. B. Brozon",M.,Brozon,9789706883834,9706883835,"Reúne 5 cuentos que tienen en común el elemento navideño.","Ediciones Sm",2003-09-30,,"lectores medianos, navidad",,,78,,,086.1,PZ73.B7692,,51334911,,,,,,,,,,,,,2020-09-24,1
book,"PERDIDO EN LA SELVA","RICARDO JESUS MARIÑO",RICARDO,MARIÑO,9789707704435,9707704438,"Este libro reúne nueve cuentos breves, en los que las conductas sorprenden, los personajes no son nada convencionales y las situaciones se enredan.",Alfaguara,2010-01-01,,"lectores medianos, libros ilustrados",,,57,,,028.5,,,651399352,,,,,,,,,,,,,2020-09-24,1
book,"Las palabras mágicas","Alfredo Gómez Cerda",Alfredo,Cerda,9789706889263,9706889264,"Ramón es un niño de una imaginación grandiosa, pero su madre siempre se queja de él. Incluso se ha dicho que es el peor hijo del mundo. Con ayuda de sus amigos ejecutará un plan para demostrarle a su mamá que está totalmente equivocada.","Ediciones SM",2013-01-01,,"grandes lectores",,,80,,,863.64,PZ73.G66,,191958002,,,,,,,,,,,,,2020-09-24,1
book,"Las barbaridades de Bárbara","Rosa Montero",Rosa,Montero,9789681907631,9681907639,"Este libro presenta las aventuras desternillantes de una niñas de hoy, una niñas dicharachera y despierta, que aplica a todo su aplastante lógica infantil y no entiende, en muchos casos la lógica de los adultos. Bárbara en el colegio, en casa, en el parque o en la calle encontrará motivos para hacernos reír... y pensar.",Alfaguara,2012-01-01,,"grandes lectores",,,118,,,863.44,PQ6663.O554,,55217193,,,,,,,,,,,,,2020-09-24,1
book,"35 kilos de esperanza","ANNA GAVALDA",ANNA,GAVALDA,9789707704336,9707704330,"A Gregorio no le gusta estudiar. Le gusta trabajar con sus manos. Por eso se refugia en el taller con su abuelo, el único que lo comprende. Sin embargo, cuando lo expulsan del colegio, su mundo empieza a tambalearse... Ha llegado el momento de aceptar que tiene que madurar.","SANTILLANA EDICIONES GENERALES",2010-01-01,,"lectores medianos, libros ilustrados",,,70,,,808.83,PZ73,,651398105,,,,,,,,,,,,,2020-09-24,1
book,"La cabaña en el árbol","Gillian Cross",Gillian,Cross,9789681910266,9681910265,"Santi y Juan son dos hermanos de 4 y 6 años, que se han cambiado de casa recientemente. Los niños están muy contentos porque su Y como lo prometido es deuda,, los paquetes van llegando puntuales.","Alfaguara Infantil",2006-06-30,,"lectores medianos, libros ilustrados",,,107,,,,,,,,,,,,,,,,,,,2020-09-24,1
book,"Diario De Un Desenterrador De Dinosaurios / 3 Ed","Juan Carlos Quezadas",Juan,Quezadas,9786077661825,6077661821,"Javier va a cumplir once años, pero está de vacaciones y la fecha se acerca lentamente... Entre tanto, para matar el tiempo, sale a la calle a jugar con sus amigos, navega en internet y observa la lluvia desde su ventana. Un buen día encuentra elesqueleto de un Tiranosaurio rex y el valor de la amistad, la solidaridad y la tolerancia.","El Naranjo",2014-01-01,,"grandes lectores",,,110,,,863.7,PZ73,,973954242,,,,,,,,,,,,,2020-09-25,1
